"Position","Title","Domain","Ref Domains","Alexa Rank","Matches","Matched Links","External Referring URLs","Indexed URLs","Crawled URLs","First Crawled","Last Successful Crawl","IP","SubNet","Country Code","TLD","Trust Flow","Citation Flow","Topical Trust Flow Topic 0","Topical Trust Flow Value 0","Topical Trust Flow Topic 1","Topical Trust Flow Value 1","Topical Trust Flow Topic 2","Topical Trust Flow Value 2","Topical Trust Flow Topic 3","Topical Trust Flow Value 3","Topical Trust Flow Topic 4","Topical Trust Flow Value 4","Topical Trust Flow Topic 5","Topical Trust Flow Value 5","Topical Trust Flow Topic 6","Topical Trust Flow Value 6","Topical Trust Flow Topic 7","Topical Trust Flow Value 7","Topical Trust Flow Topic 8","Topical Trust Flow Value 8","Topical Trust Flow Topic 9","Topical Trust Flow Value 9","Links Per Crawled Url","Outlink Checked Pages","Average Internal Outlinks Per Page","Average External Outlinks Per Page","Average Total Outlinks Per Page","Average External Domains Per Page","Domain Language 0","Domain Language Page Ratio 0","Domain Language 1","Domain Language Page Ratio 1","Domain Language 2","Domain Language Page Ratio 2","Total Inbound Links","Supplemental","Live","Lost","From Deep Links","From Homepages","Direct","Indirect","Follow","NoFollow","HTTP","HTTPS","Redirect","Text Link","Image Link","Frame","In Bucket"
2241,"Khalil Sehnaoui","khalilsehnaoui.com",6,-1,0,1,6,20,19,27/12/2024,10/02/2025,"13.248.243.5","13.248.243.0","US","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.05,17,8,8,16,7,"en",87.5,"fr",12.5,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2242,"Wikimedia Error","franciumhept909.sbs",1,-1,0,1,1,4810630,94707,26/12/2024,16/02/2025,"91.215.153.89","91.215.153.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,81820,159,43,202,13,"en",99.3,"fr",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2243,"Wikimedia Error","terbiumkarat912.sbs",1,-1,0,1,1,5317580,82135,03/11/2024,16/02/2025,"199.59.243.228","199.59.243.0","US","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,66396,180,48,228,14,"en",99.1,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2244,"Bad title - Wikipedia","mercurybadmi437.cfd",1,-1,0,1,1,5328328,78980,18/11/2024,16/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,78252,172,46,218,13,"en",99.2,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2245,"Wikimedia Error","lutetiumhept935.sbs",1,-1,0,1,1,4861364,90609,20/12/2024,16/02/2025,"199.59.243.228","199.59.243.0","US","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,84479,146,39,185,12,"en",99.3,,,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2246,"Wikimedia Error","claudioerbiu191.sbs",1,-1,0,1,1,3108589,77050,25/01/2025,16/02/2025,"91.247.37.104","91.247.37.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,75466,104,29,133,8,"en",99.5,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2247,"موبي سمارت 9 – متجر المنتجات الرقمية","mobismart9.com",6,-1,0,1,10,83,48,05/11/2024,09/01/2025,"91.108.123.3","91.108.123.0","IR","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,26,7,0,7,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2248,"Bad title - Wikipedia","trophyindium246.cfd",1,-1,0,1,1,5359698,82047,21/11/2024,18/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,81349,166,45,211,13,"en",99.3,"da",0.1,"fr",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2249,"اخبار العرب - اخبار على مدار الساعة","ahlahosting.com",12,-1,0,1,385,13398,3853,10/12/2024,15/02/2025,"104.21.95.229","104.21.95.0","US","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,2950,14,2,16,1,"ar",97.7,"da",1.6,"en",0.6,5,4,5,0,5,0,5,0,5,0,0,5,0,3,2,0,
2250,"Bad title - Wikipedia","letcadmiumhu79.sbs",1,-1,0,1,1,5285782,81480,30/11/2024,17/02/2025,"199.59.243.228","199.59.243.0","US","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,79742,163,44,207,13,"en",99.2,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2251,"Wikimedia Error","meitneriumre788.sbs",7,-1,0,1,11,5144696,97860,17/12/2024,17/02/2025,"37.235.56.98","37.235.56.0","AT","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,88115,157,42,199,12,"en",99.3,"fr",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2252,"Wikimedia Error","leagueyttriu767.sbs",1,-1,0,1,1,4078976,90349,05/01/2025,17/02/2025,"91.215.153.89","91.215.153.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,77031,138,37,175,11,"en",99.4,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2253,"Wikimedia Error","wordlawrenci575.sbs",1,-1,0,1,1,5365649,90225,31/10/2024,15/02/2025,"164.138.29.155","164.138.29.0","NL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,74061,182,49,231,14,"en",99.2,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2254,"Wikimedia Error","willmeitneri117.sbs",7858,-1,0,1,225750334,6649827,114411,31/10/2024,15/02/2025,"88.99.170.146","88.99.170.0","DE","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,93566,1,0,1,0,"en",99.0,,,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2255,"Wikimedia Error","arsenicfalco752.sbs",1,-1,0,1,1,4233357,81806,05/01/2025,23/01/2025,"158.255.212.82","158.255.212.0","AT","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,70971,153,41,194,12,"en",99.3,"fr",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2256,"Wikimedia Error","backdropdubn114.sbs",1,-1,0,1,1,4100144,87181,06/01/2025,18/02/2025,"164.138.29.155","164.138.29.0","NL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,79481,140,38,178,11,"en",99.3,"fr",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2257,"digishop – متجر المنتجات الرقمية","fha44.com",5,-1,0,1,29,40,22,29/01/2025,12/02/2025,"145.223.124.78","145.223.124.0","NL","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.05,8,9,0,9,0,"ar",92.3,"en",7.6,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2258,"Val - Wikipedia","historygoldn906.cfd",1,-1,0,1,1,5382300,76671,02/11/2024,15/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,75965,174,47,221,14,"en",99.2,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2259,"permanentbacklinks.com | Buy Long Term Backlinks","aurangabad.top",7,-1,0,1,7,481424,735,23/10/2024,25/10/2024,"184.168.116.137","184.168.116.0","US","top",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,597,265,265,530,263,"en",99.3,"pl",0.6,,,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,
2260,"Wikimedia Error","oxygenhurdli465.sbs",1,-1,0,1,1,5308066,95318,31/10/2024,14/02/2025,"158.255.212.82","158.255.212.0","AT","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,71101,180,48,228,14,"en",99.1,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2261,"zm – متجر المنتجات الرقمية","zahramoli.com",6,-1,0,1,11,87,54,17/11/2024,27/12/2024,"92.113.23.179","92.113.23.0","UA","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,28,6,0,6,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2262,"Wikimedia Error","chelseayttri888.cfd",1,-1,0,1,1,5311655,79409,15/11/2024,16/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,78956,170,46,216,13,"en",99.2,"fr",0.1,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2263,,"restsuite.com",2,-1,0,1,2,759536,36332,29/10/2024,14/01/2025,"68.178.238.49","68.178.238.0","US","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,9850,82,81,163,81,"en",91.8,"vi",3.3,"zh",1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,
2264,"Bad title - Wikipedia","technetiumso233.sbs",1,-1,0,1,1,5351238,66869,28/10/2024,15/02/2025,"91.215.152.124","91.215.152.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,65967,173,46,219,14,"en",99.2,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2265,,"globallinkdirectory.com",27,-1,0,1,172,935837,6550,22/10/2024,31/12/2024,"118.139.181.255","118.139.181.0","SG","com",3,7,"Society/Organizations",3,"Recreation/Models",2,"Business/Construction and Maintenance",2,"Society/Religion and Spirituality",2,"Business/Consumer Goods and Services",1,"Reference/Education",1,"Business",1,"Recreation/Autos",1,"Recreation/Motorcycles",1,"Recreation/Collecting",1,0.0,5863,144,143,287,142,"en",97.6,"da",1.3,"pt",0.8,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,
2266,"𝑫𝒊𝒈𝒊𝒕𝒂𝒍𝑯𝒖𝒃 – متجر المنتجات الرقمية","omar7.com",5,-1,0,1,6,74,32,07/11/2024,17/01/2025,"92.113.23.220","92.113.23.0","UA","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,14,7,0,7,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2267,"Wikimedia Error","hackingtinsk500.sbs",1,-1,0,1,1,5333189,90806,02/11/2024,15/12/2024,"94.130.77.232","94.130.77.0","DE","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,73449,182,49,231,14,"en",99.2,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2268,"Wikimedia Error","kryptonrings517.sbs",1,-1,0,1,1,4704639,120733,20/12/2024,17/02/2025,"91.215.152.124","91.215.152.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,99602,129,35,164,10,"en",99.4,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2269,"Wikimedia Error","twogalliumte588.sbs",7,-1,0,1,9,5261746,88910,17/12/2024,13/02/2025,"151.236.25.84","151.236.25.0","PL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,79632,177,48,225,14,"en",99.2,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2270,"Wikimedia Error","underlyingfl901.sbs",7,-1,0,1,9,1664261,27859,23/12/2024,14/02/2025,"151.236.25.84","151.236.25.0","PL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,24359,146,39,185,12,"en",99.3,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2271,,"unprecedente964.sbs",11,-1,0,1,665,1586389,18265,22/10/2024,26/01/2025,"199.59.243.228","199.59.243.0","US","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,14527,159,43,202,13,"en",99.0,"zh",0.2,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2272,"Wikimedia Error","excellenceme279.sbs",7,-1,0,1,9,5203365,90475,17/12/2024,15/02/2025,"151.236.25.84","151.236.25.0","PL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,79380,177,48,225,14,"en",99.1,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2273,"1Microshop – متجر المنتجات الرقمية","onemicroshop.com",4,-1,0,1,4,85,48,22/11/2024,01/02/2025,"191.101.104.71","191.101.104.0","UK","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,20,8,1,9,1,"ar",96.0,"en",4.0,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2274,"Wikimedia Error","feellivermor716.sbs",2,-1,0,1,2,5343029,93173,31/10/2024,07/01/2025,"185.24.220.81","185.24.220.0","NL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,73817,181,49,230,14,"en",99.1,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2275,"أفضل vpn مجاني لجميع الأجهزة | احصل على VPN آمن وموثوق - Arab VPN","arab-vpn.com",1,-1,0,1,1,668,439,22/11/2024,18/02/2025,"104.21.60.106","104.21.60.0","US","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,324,27,0,27,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2276,"Wikimedia Error","finalthorium692.sbs",1,-1,0,1,1,5322912,92632,01/11/2024,15/02/2025,"185.24.220.81","185.24.220.0","NL","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,72442,181,48,229,14,"en",99.1,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2277,"Lochs of Spiggie and Brow - Wikipedia","heliumskateb400.sbs",1,-1,0,1,1,3857217,70317,20/12/2024,25/12/2024,"91.215.154.124","91.215.154.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,54535,169,45,214,13,"en",99.1,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2278,"Wikimedia Error","whistlehydro900.sbs",1,-1,0,1,1,1129254,19159,14/02/2025,16/02/2025,"91.215.153.104","91.215.153.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,16748,124,34,158,10,"en",99.4,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2279,"Wikimedia Error","kryptonwinds950.sbs",1,-1,0,1,1,4684519,85709,20/12/2024,17/02/2025,"91.215.153.57","91.215.153.0","BG","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,69647,163,44,207,13,"en",99.2,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2280,,"digitalproduct1.com",7,-1,0,1,11,80,46,22/10/2024,14/01/2025,"52.223.13.41","52.223.13.0","US","com",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,12,11,0,11,0,"ar",94.7,"en",5.2,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2281,"Wikimedia Error","europiumjuji276.sbs",1,-1,0,1,1,5327093,95859,31/10/2024,15/12/2024,"94.130.77.232","94.130.77.0","DE","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,77190,181,49,230,14,"en",99.1,"fr",0.1,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2282,"Wikimedia Error","praseodymium863.sbs",1,-1,0,1,1,5331206,94299,01/11/2024,16/02/2025,"192.71.249.173","192.71.249.0","BE","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,73845,180,49,229,14,"en",99.1,"fr",0.1,"da",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2283,"Wikimedia Error","leagueindium51.sbs",1,-1,0,1,1,4259688,113396,05/01/2025,17/02/2025,"199.59.243.228","199.59.243.0","US","sbs",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,99654,116,31,147,9,"en",99.4,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2284,"المتجر - Digishop","digitalsub.net",6,-1,0,1,7,95,53,26/11/2024,24/12/2024,"84.32.84.0","84.32.84.0","LT","net",0,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,23,7,1,8,1,"ar",84.6,"en",15.3,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2285,"المتجر - aistore","aistore.fun",6,-1,0,1,7,128,59,31/10/2024,08/02/2025,"84.32.84.50","84.32.84.0","LT","fun",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,26,9,0,9,0,"ar",92.5,"en",7.4,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2286,,"phosphorusfo734.click",7,-1,0,1,11,4351264,74277,30/11/2024,18/02/2025,"199.59.243.228","199.59.243.0","US","click",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,62564,182,49,231,14,"en",99.1,"da",0.1,"fr",0.1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2287,,"thecestrumperfumes.com",3,-1,0,1,3,4857116,365708,19/12/2024,09/01/2025,"62.72.28.230","62.72.28.0","UK","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,186529,60,10,70,9,"en",99.9,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,
2288,,"raq.digital",7,-1,0,1,13,71,42,10/12/2024,11/12/2024,"92.113.23.89","92.113.23.0","UA","digital",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,0,0,0,0,0,"ar",80.0,"en",20.0,,,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,
2289,,"s97.store",5,-1,0,1,5,65,33,15/12/2024,17/02/2025,"185.224.137.30","185.224.137.0","NL","store",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,11,11,0,11,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2290,,"storedigix.com",6,-1,0,1,10,74,39,04/11/2024,23/01/2025,"154.56.32.184","154.56.32.0","US","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,21,7,0,7,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2291,,"sincemercury822.cfd",3,-1,0,1,3,3443029,48773,22/10/2024,27/01/2025,"199.59.243.228","199.59.243.0","US","cfd",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,47369,158,42,200,12,"en",99.3,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2292,,"69rood69.com",8,-1,0,1,10,84,51,11/11/2024,18/02/2025,"91.108.107.115","91.108.107.0","NO","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,6,4,0,4,0,"ar",100.0,,,,,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,
2293,,"digitalwejo.com",3,-1,0,1,10,76,28,08/01/2025,15/02/2025,"77.37.37.145","77.37.37.0","DE","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.04,11,12,0,12,0,"ar",94.7,"en",5.2,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2294,"digitali – متجر المنتجات الرقمية","digitali.io",5,-1,0,1,7,83,36,16/11/2024,30/01/2025,"195.35.60.74","195.35.60.0","DE","io",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,20,8,0,8,0,"ar",88.0,"en",12.0,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2295,"بطاقات ارين – Areen Cards","areencards.com",2,-1,0,1,2,3,3,21/01/2025,30/01/2025,"172.67.162.214","172.67.162.0","US","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.33,1,0,11,11,11,"ar",66.6,"en",33.3,,,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,
2296,"digishop – متجر المنتجات الرقمية","brandinggenius.io",3,-1,0,1,3,58,34,13/01/2025,19/01/2025,"84.32.84.191","84.32.84.0","LT","io",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,13,9,0,9,0,"ar",94.7,"en",5.2,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2297,"أخبار الإمارات اليوم | اخر اخبار الإمارات والعالم","emiratenewsday.com",59,-1,0,1,3242,32762,5242,02/11/2024,15/02/2025,"104.21.16.1","104.21.16.0","US","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,3981,36,14,50,8,"ar",99.8,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,
2298,"Bad title - Wikipedia","greatestargo758.click",8,-1,0,1,12,5086083,86490,13/11/2024,16/02/2025,"199.59.243.228","199.59.243.0","US","click",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,81929,167,45,212,13,"en",99.2,"da",0.1,"fr",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2299,,"indiumeissto195.sbs",3,-1,0,1,3,3094379,66380,23/10/2024,27/01/2025,"199.59.243.228","199.59.243.0","US","sbs",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,57695,116,31,147,9,"en",99.5,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2300,"SoukDigital – متجر المنتجات الرقمية","soukdigital.com",3,-1,0,1,7,89,44,27/10/2024,10/01/2025,"84.32.84.66","84.32.84.0","LT","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,28,6,0,6,0,"ar",88.4,"en",7.6,"da",3.8,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2301,"digishop – متجر المنتجات الرقمية","solid-ksa.com",2,-1,0,1,2,84,51,23/10/2024,09/01/2025,"84.32.84.240","84.32.84.0","LT","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,26,7,0,7,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2302,,"arabipress.net",12,-1,0,1,14,13808,9034,09/11/2024,05/01/2025,"172.67.180.59","172.67.180.0","US","net",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,1922,37,0,37,0,"ar",99.8,"en",0.1,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2303,"ahmadelhajj.com - home","ahmadelhajj.com",4,-1,0,1,4,93,12,24/12/2024,15/02/2025,"199.34.228.43","199.34.228.0","US","com",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.08,10,14,2,16,2,"en",100.0,,,,,2,1,2,0,2,0,2,0,2,0,2,0,0,1,1,0,
2304,,"dysprosiumsk602.cfd",4,-1,0,1,4,3521237,77249,23/10/2024,24/01/2025,"199.59.243.228","199.59.243.0","US","cfd",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,65446,139,37,176,11,"en",99.3,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2305,,"cadmiumslalo758.sbs",3,-1,0,1,3,2077265,32483,22/10/2024,26/01/2025,"91.247.37.104","91.247.37.0","BG","sbs",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,28984,154,42,196,12,"en",99.3,"fr",0.1,"pl",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2306,,"3ibarat.org",10,-1,0,1,14,14769,4442,26/10/2024,21/11/2024,"172.67.154.7","172.67.154.0","US","org",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,538,20,0,20,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2307,,"crystalsodiu67.cfd",7,-1,0,1,11,5038354,80344,12/11/2024,17/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,76672,172,46,218,13,"en",99.2,"fr",0.1,,,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2308,,"seleniumdres914.cfd",7,-1,0,1,11,4027520,68215,06/12/2024,18/02/2025,"199.59.243.228","199.59.243.0","US","cfd",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,62848,164,44,208,13,"en",99.3,"fr",0.1,"da",0.1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2309,,"almomayz-store.in",4,-1,0,1,4,77,45,06/11/2024,11/01/2025,"141.136.39.143","141.136.39.0","LT","in",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,10,12,0,12,0,"ar",100.0,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2310,"permanentbacklinks.com | Buy Long Term Backlinks","nandurbar.top",4,-1,0,1,5,364107,778,22/10/2024,31/12/2024,"184.168.116.137","184.168.116.0","US","top",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,616,162,162,324,161,"en",100.0,,,,,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,
2311,"Wikimedia Error","leadbaseball715.click",7,-1,0,1,11,5312762,72223,28/10/2024,15/02/2025,"199.59.243.228","199.59.243.0","US","click",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,71145,177,47,224,14,"en",99.2,"fr",0.1,,,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,
2312,"digishop – متجر المنتجات الرقمية","doki.digital",7,-1,0,1,12,81,31,27/12/2024,10/01/2025,"153.92.8.181","153.92.8.0","ID","digital",0,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.03,17,10,0,10,0,"ar",91.3,"en",8.6,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2313,"مشوار نت -","mshwar.net",5,-1,0,1,5,5899,3070,24/10/2024,18/12/2024,"15.197.148.33","15.197.148.0","US","net",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,649,16,0,16,0,"ar",97.5,"da",2.0,"en",0.3,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,
2314,,"onlyfor.store",3,-1,0,1,4,84,51,25/12/2024,16/02/2025,"153.92.8.181","153.92.8.0","ID","store",0,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.02,20,8,0,8,0,"ar",95.6,"en",4.3,,,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,
2315,"Home -","joy10.com",7,-1,0,1,8,28,26,10/12/2024,,"128.14.151.194","128.14.151.0","US","com",0,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.04,4,1,0,1,0,,,,,,,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,
